CodeMark,source_dir,target_dir,source_list_path,target_list_path,sample_size,num_runs,block_idx,batch_size,image_size,tau_threshold_percentile,seed_base,alpha,deterministic,permutation_test_iterations,latent_dim,test_types,run_type,run_idx,seed,avg_lanes_detected,images_in_sample,mmd_stat,mmd_p_value,mmd_shift_detected
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,38,169,0,0,4.461407661437988e-05,0.3109999895095825,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,37,168,0,0,-6.61611557006836e-05,0.7170000076293945,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,44,175,0,0,8.327513933181763e-05,0.2029999941587448,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,45,176,0,0,-0.00010317564010620117,0.8820000290870667,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,59,190,0,0,-6.417185068130493e-05,0.6899999976158142,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,40,171,0,0,-3.644078969955444e-05,0.6169999837875366,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,47,178,0,0,-4.579871892929077e-05,0.6209999918937683,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,41,172,0,0,-8.422136306762695e-05,0.7829999923706055,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,39,170,0,0,-7.959455251693726e-05,0.7680000066757202,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,57,188,0,0,-0.00010038167238235474,0.843999981880188,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,49,180,0,0,-5.091726779937744e-05,0.6740000247955322,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,50,181,0,0,-0.00010206550359725952,0.8550000190734863,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,43,174,0,0,-0.00016804784536361694,0.9769999980926514,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,54,185,0,0,-6.41942024230957e-05,0.7429999709129333,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,48,179,0,0,-1.809746026992798e-05,0.5170000195503235,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,60,191,0,0,4.4368207454681396e-05,0.2680000066757202,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,46,177,0,0,-2.9072165489196777e-05,0.5709999799728394,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,55,186,0,0,-1.1831521987915039e-05,0.4909999966621399,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,52,183,0,0,-6.780028343200684e-05,0.7369999885559082,False
4/11/2026,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,/home1/adoyle2025/Datasets/Datasets/Curvelanes/train/train.txt,1000,100,4,64,512,95.0,32,0.05,True,1000,128,"['MMD', 'MMD_Agg', 'Energy', 'BKS']",test_run,53,184,0,0,0.0001759454607963562,0.04399999976158142,True
